Indexes referenced by this run (116 total):
name                                                       size on disk  download size  path                                                                                                                                                     
    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-scidocs.bge-base-en-v1.5.flat -topics beir-scidocs -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scidocs.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scidocs.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scidocs.txt


  - topic_key: fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-fever.bge-base-en-v1.5.flat -topics beir-fever -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fever.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fever.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fever.txt


  - topic_key: climate-fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-climate-fever.bge-base-en-v1.5.flat -topics beir-climate-fever -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.climate-fever.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-climate-fever.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.climate-fever.txt


  - topic_key: scifact

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.search.SearchFlatDenseVectors -threads 16 -index beir-v1.0.0-scifact.bge-base-en-v1.5.flat -topics beir-scifact -encoder BgeBaseEn15 -output runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scifact.txt -removeQuery
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scifact.test runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scifact.txt


# Running condition "fusion-rrf": Fusion: RRF (BM25 + BGE) 

  - topic_key: trec-covid

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.trec-covid.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-covid.txt -output runs/run.beir.core.fusion-rrf.trec-covid.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-covid.test runs/run.beir.core.fusion-rrf.trec-covid.txt


  - topic_key: bioasq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.bioasq.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.bioasq.txt -output runs/run.beir.core.fusion-rrf.bioasq.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-bioasq.test runs/run.beir.core.fusion-rrf.bioasq.txt


  - topic_key: nfcorpus

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.nfcorpus.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nfcorpus.txt -output runs/run.beir.core.fusion-rrf.nfcorpus.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nfcorpus.test runs/run.beir.core.fusion-rrf.nfcorpus.txt


  - topic_key: nq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.nq.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.nq.txt -output runs/run.beir.core.fusion-rrf.nq.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-nq.test runs/run.beir.core.fusion-rrf.nq.txt


  - topic_key: hotpotqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.hotpotqa.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.hotpotqa.txt -output runs/run.beir.core.fusion-rrf.hotpotqa.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-hotpotqa.test runs/run.beir.core.fusion-rrf.hotpotqa.txt


  - topic_key: fiqa

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.fiqa.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fiqa.txt -output runs/run.beir.core.fusion-rrf.fiqa.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fiqa.test runs/run.beir.core.fusion-rrf.fiqa.txt


  - topic_key: signal1m

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.signal1m.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.signal1m.txt -output runs/run.beir.core.fusion-rrf.signal1m.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-signal1m.test runs/run.beir.core.fusion-rrf.signal1m.txt


  - topic_key: trec-news

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.trec-news.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-news.txt -output runs/run.beir.core.fusion-rrf.trec-news.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-news.test runs/run.beir.core.fusion-rrf.trec-news.txt


  - topic_key: robust04

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.robust04.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.robust04.txt -output runs/run.beir.core.fusion-rrf.robust04.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-robust04.test runs/run.beir.core.fusion-rrf.robust04.txt


  - topic_key: arguana

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.arguana.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.arguana.txt -output runs/run.beir.core.fusion-rrf.arguana.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-arguana.test runs/run.beir.core.fusion-rrf.arguana.txt


  - topic_key: webis-touche2020

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.webis-touche2020.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.webis-touche2020.txt -output runs/run.beir.core.fusion-rrf.webis-touche2020.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-webis-touche2020.test runs/run.beir.core.fusion-rrf.webis-touche2020.txt


  - topic_key: cqadupstack-android

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-android.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-android.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-android.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-android.test runs/run.beir.core.fusion-rrf.cqadupstack-android.txt


  - topic_key: cqadupstack-english

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-english.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-english.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-english.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-english.test runs/run.beir.core.fusion-rrf.cqadupstack-english.txt


  - topic_key: cqadupstack-gaming

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-gaming.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gaming.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-gaming.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gaming.test runs/run.beir.core.fusion-rrf.cqadupstack-gaming.txt


  - topic_key: cqadupstack-gis

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-gis.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-gis.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-gis.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-gis.test runs/run.beir.core.fusion-rrf.cqadupstack-gis.txt


  - topic_key: cqadupstack-mathematica

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-mathematica.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-mathematica.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-mathematica.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-mathematica.test runs/run.beir.core.fusion-rrf.cqadupstack-mathematica.txt


  - topic_key: cqadupstack-physics

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-physics.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-physics.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-physics.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-physics.test runs/run.beir.core.fusion-rrf.cqadupstack-physics.txt


  - topic_key: cqadupstack-programmers

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-programmers.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-programmers.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-programmers.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-programmers.test runs/run.beir.core.fusion-rrf.cqadupstack-programmers.txt


  - topic_key: cqadupstack-stats

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-stats.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-stats.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-stats.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-stats.test runs/run.beir.core.fusion-rrf.cqadupstack-stats.txt


  - topic_key: cqadupstack-tex

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-tex.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-tex.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-tex.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-tex.test runs/run.beir.core.fusion-rrf.cqadupstack-tex.txt


  - topic_key: cqadupstack-unix

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-unix.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-unix.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-unix.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-unix.test runs/run.beir.core.fusion-rrf.cqadupstack-unix.txt


  - topic_key: cqadupstack-webmasters

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-webmasters.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-webmasters.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-webmasters.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-webmasters.test runs/run.beir.core.fusion-rrf.cqadupstack-webmasters.txt


  - topic_key: cqadupstack-wordpress

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.cqadupstack-wordpress.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.cqadupstack-wordpress.txt -output runs/run.beir.core.fusion-rrf.cqadupstack-wordpress.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-cqadupstack-wordpress.test runs/run.beir.core.fusion-rrf.cqadupstack-wordpress.txt


  - topic_key: quora

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.quora.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.quora.txt -output runs/run.beir.core.fusion-rrf.quora.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-quora.test runs/run.beir.core.fusion-rrf.quora.txt


  - topic_key: dbpedia-entity

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.dbpedia-entity.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.dbpedia-entity.txt -output runs/run.beir.core.fusion-rrf.dbpedia-entity.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-dbpedia-entity.test runs/run.beir.core.fusion-rrf.dbpedia-entity.txt


  - topic_key: scidocs

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.scidocs.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scidocs.txt -output runs/run.beir.core.fusion-rrf.scidocs.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scidocs.test runs/run.beir.core.fusion-rrf.scidocs.txt


  - topic_key: fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.fever.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.fever.txt -output runs/run.beir.core.fusion-rrf.fever.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-fever.test runs/run.beir.core.fusion-rrf.fever.txt


  - topic_key: climate-fever

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.climate-fever.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.climate-fever.txt -output runs/run.beir.core.fusion-rrf.climate-fever.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-climate-fever.test runs/run.beir.core.fusion-rrf.climate-fever.txt


  - topic_key: scifact

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.scifact.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.scifact.txt -output runs/run.beir.core.fusion-rrf.scifact.txt -method rrf -k 1000 -depth 1000 -rrf_k 60
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-scifact.test runs/run.beir.core.fusion-rrf.scifact.txt


# Running condition "fusion-avg": Fusion: Average (BM25 + BGE) with normalization 

  - topic_key: trec-covid

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.trec-covid.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.trec-covid.txt -output runs/run.beir.core.fusion-avg.trec-covid.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-trec-covid.test runs/run.beir.core.fusion-avg.trec-covid.txt


  - topic_key: bioasq

    Retrieval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar -Xms512M -Xmx192G -Dslf4j.internal.verbosity=WARN --add-modules jdk.incubator.vector io.anserini.fusion.FuseRuns -runs runs/run.beir.core.flat.bioasq.txt runs/run.beir.core.bge-base-en-v1.5.flat.onnx.bioasq.txt -output runs/run.beir.core.fusion-avg.bioasq.txt -method average -k 1000 -depth 1000 -min_max_normalization
    Eval command: java -cp /Users/lily/dev/pi-bench/anserini-nfcorpus/gemini-workspace/anserini-2.1.1-fatjar.jar trec_eval -c -m ndcg_cut.10 beir-v1.0.0-bioasq.test runs/run.beir.core.fusion-avg.bioasq.txt


  - topic_key: nfcorpus

